	30	FF	FF	1148524	636853011206641212	Initial
0	0	14	40	FF	FF	1166138	636853011380891228	RecordStandby
0	0	14	30	FF	FF	1166154	636853011381054778	RecordStandby
0	0	14	B0	1	80	1166171	636853011381224636	RecordStandby
0	0	14	E0	0	0	1166188	636853011381386301	RecordStandby
0	0	14	40	FF	FF	1166204	636853011381561197	RecordStandby
0	0	14	30	FF	FF	1166221	636853011381725818	RecordStandby
0	0	14	B0	1	80	1166238	636853011381891234	RecordStandby
0	0	14	E0	0	0	1166255	636853011382061190	RecordStandby
0	0	14	40	FF	FF	1166271	636853011382231185	RecordStandby
0	0	14	30	FF	FF	1166288	636853011382391170	RecordStandby
0	0	14	B0	1	80	1166305	636853011382551176	RecordStandby
0	0	14	E0	0	0	1166321	636853011382721283	RecordStandby
0	0	14	40	FF	FF	1166339	636853011382895014	RecordStandby
49	51	14	30	FF	FF	1166355	636853011383065683	RecordStandby
49	51	14	B0	1	80	1166371	636853011383226216	RecordStandby
99	42	14	E0	0	0	1166388	636853011383391226	RecordStandby
99	42	14	40	FF	FF	1166405	636853011383565230	RecordStandby
0	0	14	30	FF	FF	1166422	636853011383726244	RecordStandby
0	0	14	B0	1	80	1166438	636853011383886278	RecordStandby
0	0	14	E0	0	0	1166455	636853011384056218	RecordStandby
0	0	14	40	FF	FF	1166472	636853011384231233	RecordStandby
0	0	14	30	FF	FF	1166488	636853011384395089	RecordStandby
0	0	14	B0	1	80	1166505	636853011384561210	RecordStandby
0	0	14	E0	0	0	1166522	636853011384726200	RecordStandby
0	0	14	40	FF	FF	1166538	636853011384901187	RecordStandby
0	0	14	30	FF	FF	1166555	636853011385061172	RecordStandby
0	0	14	B0	1	80	1166572	636853011385231208	RecordStandby
0	0	14	E0	0	0	1166588	636853011385391193	RecordStandby
0	0	14	40	FF	FF	1166605	636853011385565871	RecordStandby
0	0	14	30	FF	FF	1166622	636853011385721926	RecordStandby
0	0	14	B0	1	80	1166639	636853011385896030	RecordStandby
0	0	14	E0	0	0	1166655	636853011386061246	RecordStandby
0	0	14	40	FF	FF	1166672	636853011386231186	RecordStandby
0	0	14	30	FF	FF	1166689	636853011386397143	RecordStandby
0	0	14	B0	1	80	1166705	636853011386561246	RecordStandby
0	0	14	E0	0	0	1166722	636853011386726591	RecordStandby
0	0	14	40	FF	FF	1166739	636853011386895183	RecordStandby
0	0	14	30	FF	FF	1166755	636853011387065867	RecordStandby
49	51	14	B0	1	80	1166772	636853011387236202	RecordStandby
49	51	14	E0	0	0	1166789	636853011387401200	RecordStandby
99	42	14	40	FF	FF	1166806	636853011387571791	RecordStandby
99	42	14	30	FF	FF	1166822	636853011387736717	RecordStandby
0	0	14	B0	1	80	1166839	636853011387901172	RecordStandby
0	0	14	E0	0	0	1166856	636853011388056435	RecordStandby
0	0	14	40	FF	FF	1166872	636853011388231213	RecordStandby
0	0	14	30	FF	FF	1166889	636853011388391933	RecordStandby
0	0	14	B0	1	80	1166906	636853011388571225	RecordStandby
0	0	14	E0	0	0	1166922	636853011388731259	RecordStandby
0	0	14	40	FF	FF	1166939	636853011388891226	RecordStandby
0	0	14	30	FF	FF	1166956	636853011389061188	RecordStandby
0	0	14	B0	1	80	1166972	636853011389226060	RecordStandby
0	0	14	E0	0	0	1166989	636853011389396018	RecordStandby
